,idx,target,captions,path
1017,1017,0,there is a bird that is sitting on a tree branch,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0054_42210.jpg
1018,1018,0,araffe bird with red head sitting on a wooden walkway in a bamboo forest,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0065_42467.jpg
1019,1019,0,there is a small bird that is standing on the ground,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0072_42218.jpg
1020,1020,0,there is a red bird sitting on a branch in the woods,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0005_42478.jpg
1021,1021,0,there is a small bird that is standing in the woods,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0050_42479.jpg
1022,1022,0,there is a bird that is standing on a rock by the water,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0047_795468.jpg
1023,1023,0,there is a small bird that is sitting on a branch,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0051_795470.jpg
1024,1024,0,there is a bird that is sitting on a branch in the woods,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0045_42575.jpg
1025,1025,0,there is a bird that is sitting on a rock in the woods,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0006_795473.jpg
1026,1026,0,there is a bird that is sitting on a tree branch,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0031_42580.jpg
1027,1027,0,there is a bird that is sitting on a tree in the woods,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0038_795477.jpg
1028,1028,0,there is a bird that is sitting on a tree branch,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0023_795478.jpg
1029,1029,0,there is a small bird that is sitting on a branch,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0020_795482.jpg
1030,1030,0,araffe bird perched on a branch next to a measuring stick,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0057_795485.jpg
1031,1031,0,there is a bird that is perched on a man's arm,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0003_795487.jpg
1032,1032,0,there is a bird sitting on a branch of a tree,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0018_795494.jpg
1033,1033,0,there is a bird that is sitting on a branch in the tree,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0010_795498.jpg
1034,1034,0,there is a bird that is sitting on a stick in the tree,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0048_795505.jpg
1035,1035,0,there is a bird that is flying in the air near some trees,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0034_795511.jpg
1036,1036,0,there is a bird that is sitting on a branch in the snow,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0019_795512.jpg
1037,1037,0,there is a bird that is sitting on a tree branch,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0004_795513.jpg
1038,1038,0,araffe bird perched on a branch in front of a bamboo forest,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0049_42593.jpg
1039,1039,0,there is a man walking in the jungle with a bird on his shoulder,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0062_42693.jpg
1040,1040,0,there is a bird that is sitting on a branch in the woods,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0054_42709.jpg
1041,1041,0,araffe holding a monkey in a harness in a forest,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0041_42719.jpg
1042,1042,0,there is a bird that is flying in the air in the woods,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0016_795476.jpg
1043,1043,1,there is a bird that is sitting on a large object in the water,044.Frigatebird/Frigatebird_0057_43016.jpg
1044,1044,1,there is a bird that is sitting on a lily pad,044.Frigatebird/Frigatebird_0047_43039.jpg
1045,1045,1,there is a bird that is standing on a cliff by the water,044.Frigatebird/Frigatebird_0119_43042.jpg
1046,1046,1,there is a duck with a red head and black body swimming in the water,044.Frigatebird/Frigatebird_0051_43043.jpg
1047,1047,1,araffe with a red bag on its head looking out over the ocean,044.Frigatebird/Frigatebird_0049_43044.jpg
1048,1048,1,arafed bird flying over a parked rv near a body of water,044.Frigatebird/Frigatebird_0008_43058.jpg
1049,1049,1,arafed man on a bicycle jumping over a wooden bench,044.Frigatebird/Frigatebird_0012_43062.jpg
1050,1050,1,araffe bird with a red and black body sitting on a rock in the water,044.Frigatebird/Frigatebird_0080_43064.jpg
1051,1051,1,there are people on a boat with a bird on the back,044.Frigatebird/Frigatebird_0001_43101.jpg
1052,1052,1,arafed woman standing on a fence overlooking the ocean,044.Frigatebird/Frigatebird_0053_43220.jpg
1053,1053,1,there is a man holding a large bird on a boat,044.Frigatebird/Frigatebird_0004_43221.jpg
1054,1054,1,there is a bird flying over a body of water with a boat in the background,044.Frigatebird/Frigatebird_0107_42773.jpg
1055,1055,1,there is a bird that is sitting on the grass by the water,044.Frigatebird/Frigatebird_0095_42785.jpg
1056,1056,1,there is a bird that is sitting on the back of a boat,044.Frigatebird/Frigatebird_0068_42795.jpg
1057,1057,1,there is a bird that is flying over a table,044.Frigatebird/Frigatebird_0114_42807.jpg
1058,1058,1,there is a bird that is flying over some flowers,044.Frigatebird/Frigatebird_0045_42823.jpg
1059,1059,1,people are on a boat with a dolphin in the water,044.Frigatebird/Frigatebird_0005_42828.jpg
1060,1060,1,there is a large bird that is sitting on a post,044.Frigatebird/Frigatebird_0059_42838.jpg
1061,1061,1,there is a bird that is flying over some chairs on the beach,044.Frigatebird/Frigatebird_0040_42860.jpg
1062,1062,1,there is a bird flying over the water with a person on a boat,044.Frigatebird/Frigatebird_0112_43394.jpg
1063,1063,1,araffe flying over the deck of a ship with a skull and crossbone on it,044.Frigatebird/Frigatebird_0116_43410.jpg
1064,1064,1,there is a bird flying over a body of water with ducks,044.Frigatebird/Frigatebird_0035_43420.jpg
1065,1065,1,arafed bird flying over a tree with the sun setting in the background,044.Frigatebird/Frigatebird_0022_43457.jpg
1066,1066,1,arafed bird standing on a rock in front of a sunset,044.Frigatebird/Frigatebird_0115_42973.jpg
1067,1067,1,there is a small bird that is sitting on a leaf,044.Frigatebird/Frigatebird_0082_42989.jpg
1068,1068,1,araffe sitting on a rock in the ocean at sunset,044.Frigatebird/Frigatebird_0090_43511.jpg
1069,1069,1,arafed bird flying over a grassy field next to a beach,045.Northern_Fulmar/Northern_Fulmar_0029_44049.jpg
1070,1070,1,araflanes on the deck of a ship with a missile on the deck,045.Northern_Fulmar/Northern_Fulmar_0023_43809.jpg
1071,1071,1,arafed seagull sitting on a rock on the beach,045.Northern_Fulmar/Northern_Fulmar_0060_43813.jpg
1072,1072,1,there is a bird flying over the water in the cave,045.Northern_Fulmar/Northern_Fulmar_0065_44081.jpg
1073,1073,1,araffe flying over a wooden bridge over a lush green field,045.Northern_Fulmar/Northern_Fulmar_0074_43955.jpg
1074,1074,1,there is a white bird sitting on a rock in the woods,045.Northern_Fulmar/Northern_Fulmar_0098_43578.jpg
1075,1075,1,there is a bird that is flying over the water,045.Northern_Fulmar/Northern_Fulmar_0050_43839.jpg
1076,1076,1,araffe flying over a pond with a bird in the air,045.Northern_Fulmar/Northern_Fulmar_0079_43599.jpg
1077,1077,1,there is a bird that is standing in the water,045.Northern_Fulmar/Northern_Fulmar_0058_44114.jpg
1078,1078,1,arafed bird flying over the ocean at sunset with a colorful sky,045.Northern_Fulmar/Northern_Fulmar_0083_43618.jpg
1079,1079,1,there is a white bird sitting on a lifeguard stand on the beach,045.Northern_Fulmar/Northern_Fulmar_0076_43893.jpg
1080,1080,1,arafed bird flying over a body of water with trees in the background,045.Northern_Fulmar/Northern_Fulmar_0014_43895.jpg
1081,1081,1,there is a bird that is standing in the water by some plants,045.Northern_Fulmar/Northern_Fulmar_0061_43653.jpg
1082,1082,1,araffes head in front of a body of water with mountains in the background,045.Northern_Fulmar/Northern_Fulmar_0081_43912.jpg
1083,1083,1,arafed bird sitting on a hill overlooking a river and mountains,045.Northern_Fulmar/Northern_Fulmar_0070_43916.jpg
1084,1084,1,there is a man walking on the beach with a bird on his back,045.Northern_Fulmar/Northern_Fulmar_0041_44013.jpg
1085,1085,1,there is a bird flying over a boat with people on it,045.Northern_Fulmar/Northern_Fulmar_0048_43672.jpg
1086,1086,1,araffe flying over the ocean waves in the ocean,045.Northern_Fulmar/Northern_Fulmar_0043_43685.jpg
1087,1087,1,araffe standing on a ship in the water with a ship in the background,045.Northern_Fulmar/Northern_Fulmar_0039_43689.jpg
1088,1088,1,arafed seagull flying over a harbor filled with boats,045.Northern_Fulmar/Northern_Fulmar_0047_43698.jpg
1089,1089,1,there is a bird that is sitting in the water with a mouse,045.Northern_Fulmar/Northern_Fulmar_0066_43714.jpg
1090,1090,1,arafed seagull standing on a log in the water,045.Northern_Fulmar/Northern_Fulmar_0100_43732.jpg
1091,1091,1,araffe flying over the beach with a lighthouse in the background,045.Northern_Fulmar/Northern_Fulmar_0006_43753.jpg
1092,1092,1,arafed seagull flying over the ocean at sunset,045.Northern_Fulmar/Northern_Fulmar_0004_43755.jpg
1093,1093,1,there is a blue kayak with a paddle on the beach,045.Northern_Fulmar/Northern_Fulmar_0099_44015.jpg
1094,1094,1,there is a woman and a man standing in the water with a bird on their head,045.Northern_Fulmar/Northern_Fulmar_0046_43760.jpg
1095,1095,1,arafed pagoda in the middle of a lake with a boat in the water,046.Gadwall/Gadwall_0001_31235.jpg
1096,1096,1,there is a duck that is standing on a rock in the water,046.Gadwall/Gadwall_0035_30985.jpg
1097,1097,1,there is a large duck flying over the water near the beach,046.Gadwall/Gadwall_0036_31760.jpg
1098,1098,1,arafed image of a duck in the water at night,046.Gadwall/Gadwall_0017_30979.jpg
1099,1099,1,arafed duck standing on a dock with the sun shining in the background,046.Gadwall/Gadwall_0042_31411.jpg
1100,1100,1,arafed duck sitting on a rock in the water near a bridge,046.Gadwall/Gadwall_0069_31291.jpg
1101,1101,1,there is a duck that is sitting on the rocks by the water,046.Gadwall/Gadwall_0048_31312.jpg
1102,1102,1,arafed duck flying over the water in front of a city,046.Gadwall/Gadwall_0064_31504.jpg
1103,1103,1,arafed duck sitting on the edge of a pond near a bridge,046.Gadwall/Gadwall_0030_31855.jpg
1104,1104,1,there is a large duck that is standing on a wall,046.Gadwall/Gadwall_0086_31346.jpg
1105,1105,1,arafed duck on an island with a castle in the background,046.Gadwall/Gadwall_0029_31637.jpg
1106,1106,1,there is a duck floating in the water under a cloudy sky,046.Gadwall/Gadwall_0076_31639.jpg
1107,1107,1,there is a duck that is standing on the grass by the water,046.Gadwall/Gadwall_0066_31557.jpg
1108,1108,1,there is a duck that is standing in the water near a iceberg,046.Gadwall/Gadwall_0075_30892.jpg
1109,1109,1,there is a duck that is sitting on the beach by the water,046.Gadwall/Gadwall_0097_30893.jpg
1110,1110,1,there is a bird that is flying over a building,046.Gadwall/Gadwall_0084_31135.jpg
1111,1111,1,there is a duck that is swimming in the water near a waterfall,046.Gadwall/Gadwall_0060_31686.jpg
1112,1112,1,there is a duck that is standing in the water,046.Gadwall/Gadwall_0005_30924.jpg
1113,1113,1,there is a duck that is sitting on a log in the water,046.Gadwall/Gadwall_0077_30929.jpg
1114,1114,1,there is a duck that is sitting on a chair by the water,046.Gadwall/Gadwall_0070_31187.jpg
1115,1115,1,there is a duck that is sitting on the water by the trees,046.Gadwall/Gadwall_0031_30935.jpg
1116,1116,1,there is a duck that is sitting on a rock by the water,046.Gadwall/Gadwall_0049_30936.jpg
1117,1117,1,there is a duck that is walking on the beach near the water,046.Gadwall/Gadwall_0091_30941.jpg
1118,1118,1,there is a duck that is sitting on the side of a boat,046.Gadwall/Gadwall_0024_30942.jpg
1119,1119,1,there is a bird that is flying over the water on the beach,046.Gadwall/Gadwall_0071_31655.jpg
1120,1120,1,there is a duck that is swimming in the water,046.Gadwall/Gadwall_0083_30959.jpg
1121,1121,0,yellow bird perched on a bamboo pole in front of a bamboo forest,047.American_Goldfinch/American_Goldfinch_0017_32272.jpg
1122,1122,0,yellow bird perched on a branch in a snowy forest,047.American_Goldfinch/American_Goldfinch_0133_32802.jpg
1123,1123,0,a yellow bird perched on a branch in front of a mountain,047.American_Goldfinch/American_Goldfinch_0001_32306.jpg
1124,1124,0,araffe bird standing on a grassy field with trees in the background,047.American_Goldfinch/American_Goldfinch_0053_32359.jpg
1125,1125,0,there is a yellow bird that is standing on a sign,047.American_Goldfinch/American_Goldfinch_0087_32363.jpg
1126,1126,0,yellow bird with black and white feathers perched on a tree branch,047.American_Goldfinch/American_Goldfinch_0048_32885.jpg
1127,1127,0,there is a yellow bird perched on a man's head in the rain,047.American_Goldfinch/American_Goldfinch_0135_32107.jpg
1128,1128,0,araffe bird perched on a branch in a bamboo forest,047.American_Goldfinch/American_Goldfinch_0096_31876.jpg
1129,1129,0,there is a bird that is sitting on a branch of a tree,047.American_Goldfinch/American_Goldfinch_0092_32910.jpg
1130,1130,0,yellow bird perched on a branch in a bamboo forest,047.American_Goldfinch/American_Goldfinch_0086_31887.jpg
1131,1131,0,araffe bird perched on a rock in front of a bamboo forest,047.American_Goldfinch/American_Goldfinch_0134_32409.jpg
1132,1132,0,yellow bird with black and white feathers standing on a pole in a field,047.American_Goldfinch/American_Goldfinch_0091_31938.jpg
1133,1133,0,there is a bird that is sitting on a bird bath in the woods,047.American_Goldfinch/American_Goldfinch_0126_32480.jpg
1134,1134,0,a yellow bird perched on a rock in a stream in the woods,047.American_Goldfinch/American_Goldfinch_0045_31974.jpg
1135,1135,0,yellow bird perched on a branch in a forest with trees,047.American_Goldfinch/American_Goldfinch_0043_31993.jpg
1136,1136,0,yellow bird perched on a tree branch in a field of tall grass,047.American_Goldfinch/American_Goldfinch_0111_32022.jpg
1137,1137,0,yellow bird with black and white feathers standing on green grass,047.American_Goldfinch/American_Goldfinch_0104_32540.jpg
1138,1138,0,there is a bird that is standing on a branch in the woods,047.American_Goldfinch/American_Goldfinch_0037_32071.jpg
1139,1139,0,yellow bird sitting on a branch with the moon in the background,047.American_Goldfinch/American_Goldfinch_0046_32105.jpg
1140,1140,0,there is a bird that is standing on a tree branch,047.American_Goldfinch/American_Goldfinch_0089_32152.jpg
1141,1141,0,yellow bird perched on a branch in front of a tree,047.American_Goldfinch/American_Goldfinch_0014_32154.jpg
1142,1142,0,araffe bird perched on a branch in front of a bamboo forest,047.American_Goldfinch/American_Goldfinch_0056_32169.jpg
1143,1143,0,yellow bird sitting on a branch in front of a tree,047.American_Goldfinch/American_Goldfinch_0100_32183.jpg
1144,1144,0,yellow bird perched on a branch of a tree with a black head,047.American_Goldfinch/American_Goldfinch_0122_32186.jpg
1145,1145,0,araffe bird perched on a tree branch in a forest,047.American_Goldfinch/American_Goldfinch_0121_32725.jpg
1146,1146,0,there is a bird perched on a rock near the ocean,047.American_Goldfinch/American_Goldfinch_0026_32222.jpg
1147,1147,0,araffy bird perched on a tree branch in a pine tree,047.American_Goldfinch/American_Goldfinch_0003_32236.jpg
1148,1148,0,there is a bird that is standing on the ground in the grass,048.European_Goldfinch/European_Goldfinch_0053_794639.jpg
1149,1149,0,there is a bird that is standing on a branch in the woods,048.European_Goldfinch/European_Goldfinch_0041_794645.jpg
1150,1150,0,there is a bird that is flying in the air with a bird in it's mouth,048.European_Goldfinch/European_Goldfinch_0025_794647.jpg
1151,1151,0,there is a bird that is sitting on a branch in the woods,048.European_Goldfinch/European_Goldfinch_0088_794651.jpg
1152,1152,0,they are playing with a bird in the woods with a man,048.European_Goldfinch/European_Goldfinch_0093_794653.jpg
1153,1153,0,there is a bird sitting on a dock with boats in the background,048.European_Goldfinch/European_Goldfinch_0107_794655.jpg
1154,1154,0,there is a bird that is sitting on a branch in the woods,048.European_Goldfinch/European_Goldfinch_0004_33313.jpg
1155,1155,0,araffe bird perched on a fence in front of bamboo trees,048.European_Goldfinch/European_Goldfinch_0103_794664.jpg
1156,1156,0,araffe bird perched on a rock wall in a forest,048.European_Goldfinch/European_Goldfinch_0064_794670.jpg
1157,1157,0,there is a man holding a bird in his hand in the woods,048.European_Goldfinch/European_Goldfinch_0014_794672.jpg
1158,1158,0,there is a bird that is perched on a tree branch,048.European_Goldfinch/European_Goldfinch_0032_794679.jpg
1159,1159,0,araffe bird perched on a bamboo tree in a bamboo forest,048.European_Goldfinch/European_Goldfinch_0100_794685.jpg
1160,1160,0,there is a bird that is sitting on a branch in the woods,048.European_Goldfinch/European_Goldfinch_0013_794687.jpg
1161,1161,0,there is a bird that is sitting on a tree branch,048.European_Goldfinch/European_Goldfinch_0074_33348.jpg
1162,1162,0,there is a bird that is standing on the ground in the woods,048.European_Goldfinch/European_Goldfinch_0030_33357.jpg
1163,1163,0,there is a bird that is flying over a man walking down a path,048.European_Goldfinch/European_Goldfinch_0068_33359.jpg
1164,1164,0,araffe bird perched on a girl's head in a bamboo fence,048.European_Goldfinch/European_Goldfinch_0052_33082.jpg
1165,1165,0,there is a bird that is standing on a branch in the water,048.European_Goldfinch/European_Goldfinch_0101_33127.jpg
1166,1166,0,there is a bird that is standing in the middle of a forest,048.European_Goldfinch/European_Goldfinch_0098_33152.jpg
1167,1167,0,flock of birds flying over a body of water with a person standing in the background,048.European_Goldfinch/European_Goldfinch_0008_33153.jpg
1168,1168,0,there is a bird that is standing on a rock in the grass,048.European_Goldfinch/European_Goldfinch_0045_794690.jpg
1169,1169,0,there is a bird that is standing on a dirt ground,048.European_Goldfinch/European_Goldfinch_0054_33169.jpg
1170,1170,0,araffe bird flying over a path in a bamboo forest,048.European_Goldfinch/European_Goldfinch_0078_33170.jpg
1171,1171,0,there is a bird that is standing in a bamboo forest,048.European_Goldfinch/European_Goldfinch_0076_33173.jpg
1172,1172,0,there is a bird that is flying through the air in the woods,048.European_Goldfinch/European_Goldfinch_0046_33307.jpg
1173,1173,0,there is a bird that is sitting on a post in the woods,048.European_Goldfinch/European_Goldfinch_0003_33066.jpg
1174,1174,0,araffe sitting on a rock in the woods with a blue bird,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0073_33723.jpg
1175,1175,0,there is a bird that is standing on a rock in the grass,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0089_33807.jpg
1176,1176,0,there is a black bird standing on a tree branch in the woods,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0117_33576.jpg
1177,1177,0,there is a bird that is standing on a rock in the woods,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0112_33841.jpg
1178,1178,0,there is a black bird standing on a tree stump next to a woman,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0126_33593.jpg
1179,1179,0,there is a black bird sitting on a tree branch in the grass,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0030_33615.jpg
1180,1180,0,there is a bird that is sitting on a tree branch,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0028_33777.jpg
1181,1181,0,araffe bird on the road with a sign in the background,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0043_33595.jpg
1182,1182,0,there is a black bird standing on a rock in a forest,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0085_33384.jpg
1183,1183,0,araffe bird sitting on a branch in front of the sun,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0068_33387.jpg
1184,1184,0,there is a bird that is sitting on a tree branch,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0041_33396.jpg
1185,1185,0,there is a bird that is standing in the grass near a bag,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0100_33985.jpg
1186,1186,0,there is a bird that is sitting on a bamboo pole,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0017_33480.jpg
1187,1187,0,there is a bird that is standing in the middle of a bamboo forest,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0082_33488.jpg
1188,1188,0,there is a blue bird standing on a rock in the desert,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0047_33500.jpg
1189,1189,0,there is a bird that is standing on a tree stump,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0050_33501.jpg
1190,1190,0,there is a blue bird standing on a rock in the woods,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0016_33770.jpg
1191,1191,0,there is a bird that is sitting on a tree branch,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0067_34032.jpg
1192,1192,1,there is a duck that is flying over the water,050.Eared_Grebe/Eared_Grebe_0068_34052.jpg
1193,1193,1,there is a bird flying over a lake with mountains in the background,050.Eared_Grebe/Eared_Grebe_0038_34321.jpg
1194,1194,1,arafed bird on the deck of a ship with a helicopter flying overhead,050.Eared_Grebe/Eared_Grebe_0027_34341.jpg
1195,1195,1,arafed bird sitting on top of a boat in the water,050.Eared_Grebe/Eared_Grebe_0006_34347.jpg
1196,1196,1,there is a duck that is standing in the water with other ducks,050.Eared_Grebe/Eared_Grebe_0056_34098.jpg
1197,1197,1,there is a man and a child standing in the woods with a bird,050.Eared_Grebe/Eared_Grebe_0026_34383.jpg
1198,1198,1,there is a bird that is floating in the water,050.Eared_Grebe/Eared_Grebe_0020_34131.jpg
1199,1199,1,there is a bird that is standing in the water,050.Eared_Grebe/Eared_Grebe_0034_34142.jpg
1200,1200,1,arafed boat with a large body of water with a duck on it,050.Eared_Grebe/Eared_Grebe_0013_34150.jpg
1201,1201,1,there is a bird that is sitting on a log in the water,050.Eared_Grebe/Eared_Grebe_0061_34407.jpg
1202,1202,1,there is a duck that is swimming in the water,050.Eared_Grebe/Eared_Grebe_0041_34157.jpg
1203,1203,1,there is a man standing next to a bird on the beach,050.Eared_Grebe/Eared_Grebe_0067_34416.jpg
1204,1204,1,there is a duck that is sitting on the water in the water,050.Eared_Grebe/Eared_Grebe_0073_34172.jpg
1205,1205,1,there is a bird that is sitting on a wooden post in the water,050.Eared_Grebe/Eared_Grebe_0058_34174.jpg
1206,1206,1,there is a duck that is sitting on a rock by the water,050.Eared_Grebe/Eared_Grebe_0052_34205.jpg
1207,1207,1,there is a bird that is sitting on a kayak in the water,050.Eared_Grebe/Eared_Grebe_0051_34209.jpg
1208,1208,1,there is a duck that is swimming in the water near the shore,050.Eared_Grebe/Eared_Grebe_0045_34212.jpg
1209,1209,1,there is a duck that is standing in the water,050.Eared_Grebe/Eared_Grebe_0062_34249.jpg
1210,1210,1,there is a duck that is flying over a body of water,050.Eared_Grebe/Eared_Grebe_0064_34251.jpg
1211,1211,1,there is a bird that is standing on a rock in the water,050.Eared_Grebe/Eared_Grebe_0029_34258.jpg
1212,1212,1,there is a bird that is sitting on the side of the road,050.Eared_Grebe/Eared_Grebe_0040_34340.jpg
1213,1213,1,trees and rocks are reflected in the water of a pond,050.Eared_Grebe/Eared_Grebe_0025_34344.jpg
1214,1214,1,there is a duck that is floating in the water with a sailboat,051.Horned_Grebe/Horned_Grebe_0017_35073.jpg
1215,1215,1,woman holding a bird on the beach with a blue sky in the background,051.Horned_Grebe/Horned_Grebe_0103_34822.jpg
1216,1216,1,there is a duck that is floating in the water with a fish in its mouth,051.Horned_Grebe/Horned_Grebe_0055_35104.jpg
1217,1217,1,there is a bird that is flying around a tree,051.Horned_Grebe/Horned_Grebe_0002_34577.jpg
1218,1218,1,there is a duck that is walking in the snow,051.Horned_Grebe/Horned_Grebe_0076_34841.jpg
1219,1219,1,there is a bird that is sitting in the water,051.Horned_Grebe/Horned_Grebe_0039_34848.jpg
1220,1220,1,there is a bird that is sitting on the beach near boats,051.Horned_Grebe/Horned_Grebe_0112_34864.jpg
1221,1221,1,there is a duck that is sitting on a bridge over water,051.Horned_Grebe/Horned_Grebe_0031_34626.jpg
1222,1222,1,there is a bird that is standing in the water in the snow,051.Horned_Grebe/Horned_Grebe_0090_34640.jpg
1223,1223,1,there is a bird that is laying in the water on the beach,051.Horned_Grebe/Horned_Grebe_0046_34926.jpg
1224,1224,1,there is a bird that is sitting on the beach by the water,051.Horned_Grebe/Horned_Grebe_0086_34749.jpg
1225,1225,1,there is a bird that is sitting on a branch in the woods,051.Horned_Grebe/Horned_Grebe_0072_34497.jpg
1226,1226,1,there is a duck that is sitting on the water by the boat,051.Horned_Grebe/Horned_Grebe_0102_34448.jpg
1227,1227,1,there is a bird that is standing in the tall grass,051.Horned_Grebe/Horned_Grebe_0093_34720.jpg
1228,1228,1,there is a bird that is flying over the water,051.Horned_Grebe/Horned_Grebe_0003_34983.jpg
1229,1229,1,there is a bird that is standing on a dock by the water,051.Horned_Grebe/Horned_Grebe_0101_35203.jpg
1230,1230,1,there is a duck that is floating in the water near the trees,051.Horned_Grebe/Horned_Grebe_0019_34811.jpg
1231,1231,1,a couple of ducks floating on top of a lake next to a forest,051.Horned_Grebe/Horned_Grebe_0033_34736.jpg
1232,1232,1,there is a duck that is swimming in the water,051.Horned_Grebe/Horned_Grebe_0066_34738.jpg
1233,1233,1,araffe on the beach with a colorful towel and a hat,051.Horned_Grebe/Horned_Grebe_0006_34718.jpg
1234,1234,1,there is a bird that is standing on the beach near the water,051.Horned_Grebe/Horned_Grebe_0070_34514.jpg
1235,1235,1,arafed duck flying over the ocean at sunset with a cloudy sky,051.Horned_Grebe/Horned_Grebe_0041_34535.jpg
1236,1236,1,arafed duck in the water with fog and trees in the background,051.Horned_Grebe/Horned_Grebe_0068_35111.jpg
1237,1237,1,there is a man sitting on a rock with a large bird on it,051.Horned_Grebe/Horned_Grebe_0049_34779.jpg
1238,1238,1,arafed duck sitting on a rock in the ocean with rocks in the foreground,051.Horned_Grebe/Horned_Grebe_0078_34799.jpg
1239,1239,1,there is a duck that is floating in the water near some trees,051.Horned_Grebe/Horned_Grebe_0011_34687.jpg
1240,1240,1,there are two ducks swimming in the water together,052.Pied_billed_Grebe/Pied_Billed_Grebe_0064_35843.jpg
1241,1241,1,arafed duck standing in front of a lake in a park,052.Pied_billed_Grebe/Pied_Billed_Grebe_0082_35356.jpg
1242,1242,1,there is a duck that is floating in the water near a boat,052.Pied_billed_Grebe/Pied_Billed_Grebe_0099_35872.jpg
1243,1243,1,there is a man walking on the beach with a boat and a bird,052.Pied_billed_Grebe/Pied_Billed_Grebe_0115_35362.jpg
1244,1244,1,there is a duck that is sitting in the water by a bridge,052.Pied_billed_Grebe/Pied_Billed_Grebe_0119_35377.jpg
1245,1245,1,there is a duck that is sitting on the water by the shore,052.Pied_billed_Grebe/Pied_Billed_Grebe_0081_35409.jpg
1246,1246,1,there is a duck that is swimming in the water,052.Pied_billed_Grebe/Pied_Billed_Grebe_0048_35670.jpg
1247,1247,1,arafed woman in a bikini holding a bird on the beach,052.Pied_billed_Grebe/Pied_Billed_Grebe_0032_35931.jpg
1248,1248,1,arafed duck on the beach at sunset with the ocean in the background,052.Pied_billed_Grebe/Pied_Billed_Grebe_0044_35425.jpg
1249,1249,1,arafed duck statue on a bridge over a river at night,052.Pied_billed_Grebe/Pied_Billed_Grebe_0072_35939.jpg
1250,1250,1,there is a duck that is sitting on the sand by the water,052.Pied_billed_Grebe/Pied_Billed_Grebe_0076_35432.jpg
1251,1251,1,arafed duck standing in the water at sunset with a mountain in the background,052.Pied_billed_Grebe/Pied_Billed_Grebe_0113_35703.jpg
1252,1252,1,there is a bird that is sitting on the rocks by the water,052.Pied_billed_Grebe/Pied_Billed_Grebe_0068_35963.jpg
1253,1253,1,there is a bird that is standing on a pier in the water,052.Pied_billed_Grebe/Pied_Billed_Grebe_0122_35970.jpg
1254,1254,1,there is a duck that is floating in the water near the mountains,052.Pied_billed_Grebe/Pied_Billed_Grebe_0123_35469.jpg
1255,1255,1,there is a duck that is swimming in the water with a duck,052.Pied_billed_Grebe/Pied_Billed_Grebe_0070_35472.jpg
1256,1256,1,there is a bird that is flying over a body of water,052.Pied_billed_Grebe/Pied_Billed_Grebe_0114_35493.jpg
